Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-12 00:00:00+00:00,0.05847029760479927,0.058495163917541504,0.058463722467422485,0.058463722467422485,0,0.0,0.0
2023-10-12 00:15:00+00:00,0.05846322327852249,0.05848631262779236,0.05843811854720116,0.058438561856746674,20128,0.0,0.0
2023-10-12 00:30:00+00:00,0.05843855440616608,0.05843855440616608,0.05836912989616394,0.05836912989616394,0,0.0,0.0
2023-10-12 00:45:00+00:00,0.0583684928715229,0.0583684928715229,0.05832993611693382,0.05833921208977699,0,0.0,0.0
2023-10-12 01:00:00+00:00,0.058336351066827774,0.058336351066827774,0.05827678367495537,0.05827678367495537,215968,0.0,0.0
2023-10-12 01:15:00+00:00,0.05827036499977112,0.05827036499977112,0.05818982422351837,0.05820077285170555,276800,0.0,0.0
2023-10-12 01:30:00+00:00,0.05820080637931824,0.05820080637931824,0.058178383857011795,0.058178383857011795,0,0.0,0.0
2023-10-12 01:45:00+00:00,0.058179330080747604,0.058179330080747604,0.05814367160201073,0.05814792215824127,131168,0.0,0.0
2023-10-12 02:00:00+00:00,0.05814970284700394,0.05814970284700394,0.0580635666847229,0.0580635666847229,739664,0.0,0.0
2023-10-12 02:15:00+00:00,0.05806473270058632,0.058135658502578735,0.05806473270058632,0.05813358724117279,107360,0.0,0.0
2023-10-12 02:30:00+00:00,0.05813716724514961,0.05820217728614807,0.058128997683525085,0.05820217728614807,0,0.0,0.0
2023-10-12 02:45:00+00:00,0.05820147320628166,0.05828448757529259,0.05819609388709068,0.058267783373594284,0,0.0,0.0
2023-10-12 03:00:00+00:00,0.05826437845826149,0.05826437845826149,0.05820627883076668,0.05820627883076668,0,0.0,0.0
2023-10-12 03:15:00+00:00,0.05820435285568237,0.05820435285568237,0.05816161260008812,0.05816161260008812,1471120,0.0,0.0
2023-10-12 03:30:00+00:00,0.05816108360886574,0.05816326290369034,0.05813458934426308,0.05813872069120407,0,0.0,0.0
2023-10-12 03:45:00+00:00,0.05814654752612114,0.058178506791591644,0.05814654752612114,0.058178506791591644,0,0.0,0.0
2023-10-12 04:00:00+00:00,0.058178916573524475,0.05821780487895012,0.058178916573524475,0.05821634456515312,0,0.0,0.0
2023-10-12 04:15:00+00:00,0.05821891874074936,0.05827458202838898,0.05821891874074936,0.05827458202838898,0,0.0,0.0
2023-10-12 04:30:00+00:00,0.058272022753953934,0.058275751769542694,0.058261092752218246,0.05826515331864357,131312,0.0,0.0
2023-10-12 04:45:00+00:00,0.05826543644070625,0.05827600508928299,0.05825573205947876,0.0582699328660965,60264,0.0,0.0
2023-10-12 05:00:00+00:00,0.05826800689101219,0.05826800689101219,0.05820342153310776,0.05820342153310776,126440,0.0,0.0
2023-10-12 05:15:00+00:00,0.05821174010634422,0.05822870880365372,0.05820664390921593,0.05822126194834709,0,0.0,0.0
2023-10-12 05:30:00+00:00,0.05822572857141495,0.05828189477324486,0.05822193622589111,0.05827629938721657,206200,0.0,0.0
2023-10-12 05:45:00+00:00,0.05827529728412628,0.05833323672413826,0.0582735501229763,0.05833323672413826,206536,0.0,0.0
2023-10-12 06:00:00+00:00,0.058330733329057693,0.05835095793008804,0.058319397270679474,0.05835089087486267,87640,0.0,0.0
2023-10-12 06:15:00+00:00,0.058348461985588074,0.05842098966240883,0.058348461985588074,0.05842098966240883,381368,0.0,0.0
2023-10-12 06:30:00+00:00,0.058421067893505096,0.058461517095565796,0.058421067893505096,0.05845393240451813,0,0.0,0.0
2023-10-12 06:45:00+00:00,0.05845523625612259,0.058459095656871796,0.05840735882520676,0.05840735882520676,0,0.0,0.0
2023-10-12 07:00:00+00:00,0.058408696204423904,0.05840976908802986,0.058379754424095154,0.058405544608831406,401904,0.0,0.0
2023-10-12 07:15:00+00:00,0.05840533971786499,0.05842368304729462,0.058379217982292175,0.058384936302900314,28696,0.0,0.0
2023-10-12 07:30:00+00:00,0.05838312953710556,0.05839323252439499,0.05837388336658478,0.05838983505964279,0,0.0,0.0
2023-10-12 07:45:00+00:00,0.05839080363512039,0.05839080363512039,0.05832415446639061,0.05832415446639061,0,0.0,0.0
2023-10-12 08:00:00+00:00,0.05832209810614586,0.058333009481430054,0.05830266326665878,0.05830266326665878,0,0.0,0.0
2023-10-12 08:15:00+00:00,0.05830857902765274,0.05830857902765274,0.058274850249290466,0.05828187242150307,200664,0.0,0.0
2023-10-12 08:30:00+00:00,0.05828240513801575,0.058326464146375656,0.058277908712625504,0.058319684118032455,0,0.0,0.0
2023-10-12 08:45:00+00:00,0.05831806734204292,0.058342352509498596,0.05826416239142418,0.05826416239142418,73400,0.0,0.0
2023-10-12 09:00:00+00:00,0.05826687067747116,0.058292604982852936,0.05826687067747116,0.05828645080327988,0,0.0,0.0
2023-10-12 09:15:00+00:00,0.058286428451538086,0.05828731507062912,0.05820462480187416,0.05820475518703461,220656,0.0,0.0
2023-10-12 09:30:00+00:00,0.05820475518703461,0.05820475518703461,0.058006562292575836,0.05800718814134598,1599800,0.0,0.0
